"Town","FIPS","Year","Age Range","Measure Type","Variable","Value"
"Plainfield","0901559980",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.71
"Plainfield","0901559980",2016,"18 to 24 years","Number","DUI Arrests",7
"Plainfield","0901559980",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",66.79
"Plainfield","0901559980",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",13.61
"Plainfield","0901559980",2016,"21 years and over","Number","DUI Arrests",59
"Plainfield","0901559980",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",51.78
"Plainfield","0901559980",2016,"21 years and over","Rate (per 10,000)","Margins of Error",3.18
"Plainville","0900360120",2010,"Total","Number","DUI Arrests",184
"Plainville","0900360120",2010,"Total","Rate (per 10,000)","DUI Arrests",104.4
"Plainville","0900360120",2010,"Total","Rate (per 10,000)","Margins of Error",0.2
"Plainville","0900360120",2010,"10 years and over","Number","DUI Arrests",184
"Plainville","0900360120",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",115.75
"Plainville","0900360120",2010,"10 years and over","Rate (per 10,000)","Margins of Error",5.88
"Plainville","0900360120",2010,"10 to 17 years","Number","DUI Arrests",2
"Plainville","0900360120",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",10.16
"Plainville","0900360120",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",1.77
"Plainville","0900360120",2010,"10 to 20 years","Number","DUI Arrests",12
"Plainville","0900360120",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",44.58
"Plainville","0900360120",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",6.42
"Plainville","0900360120",2010,"18 to 24 years","Number","DUI Arrests",28
"Plainville","0900360120",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",191.39
"Plainville","0900360120",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",33.71
"Plainville","0900360120",2010,"21 years and over","Number","DUI Arrests",172
"Plainville","0900360120",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",130.26
"Plainville","0900360120",2010,"21 years and over","Rate (per 10,000)","Margins of Error",6.98
"Plainville","0900360120",2011,"Total","Number","DUI Arrests",85
"Plainville","0900360120",2011,"Total","Rate (per 10,000)","DUI Arrests",48.1
"Plainville","0900360120",2011,"Total","Rate (per 10,000)","Margins of Error",0.06
"Plainville","0900360120",2011,"10 years and over","Number","DUI Arrests",85
"Plainville","0900360120",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",53.94
"Plainville","0900360120",2011,"10 years and over","Rate (per 10,000)","Margins of Error",2.68
"Plainville","0900360120",2011,"10 to 17 years","Number","DUI Arrests",0
"Plainville","0900360120",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plainville","0900360120",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plainville","0900360120",2011,"10 to 20 years","Number","DUI Arrests",2
"Plainville","0900360120",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",8.35
"Plainville","0900360120",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.15
"Plainville","0900360120",2011,"18 to 24 years","Number","DUI Arrests",14
"Plainville","0900360120",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",112.81
"Plainville","0900360120",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",20.94
"Plainville","0900360120",2011,"21 years and over","Number","DUI Arrests",83
"Plainville","0900360120",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",62.11
"Plainville","0900360120",2011,"21 years and over","Rate (per 10,000)","Margins of Error",3.3
"Plainville","0900360120",2012,"Total","Number","DUI Arrests",107
"Plainville","0900360120",2012,"Total","Rate (per 10,000)","DUI Arrests",60.36
"Plainville","0900360120",2012,"Total","Rate (per 10,000)","Margins of Error",0.07
"Plainville","0900360120",2012,"10 years and over","Number","DUI Arrests",107
"Plainville","0900360120",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",67.91
"Plainville","0900360120",2012,"10 years and over","Rate (per 10,000)","Margins of Error",3.46
"Plainville","0900360120",2012,"10 to 17 years","Number","DUI Arrests",0
"Plainville","0900360120",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plainville","0900360120",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plainville","0900360120",2012,"10 to 20 years","Number","DUI Arrests",3
"Plainville","0900360120",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",12.74
"Plainville","0900360120",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.89
"Plainville","0900360120",2012,"18 to 24 years","Number","DUI Arrests",25
"Plainville","0900360120",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",210.44
"Plainville","0900360120",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",43.93
"Plainville","0900360120",2012,"21 years and over","Number","DUI Arrests",104
"Plainville","0900360120",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",77.59
"Plainville","0900360120",2012,"21 years and over","Rate (per 10,000)","Margins of Error",4.18
"Plainville","0900360120",2013,"Total","Number","DUI Arrests",63
"Plainville","0900360120",2013,"Total","Rate (per 10,000)","DUI Arrests",35.46
"Plainville","0900360120",2013,"Total","Rate (per 10,000)","Margins of Error",0.05
"Plainville","0900360120",2013,"10 years and over","Number","DUI Arrests",63
"Plainville","0900360120",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",39.81
"Plainville","0900360120",2013,"10 years and over","Rate (per 10,000)","Margins of Error",2.07
"Plainville","0900360120",2013,"10 to 17 years","Number","DUI Arrests",0
"Plainville","0900360120",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plainville","0900360120",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plainville","0900360120",2013,"10 to 20 years","Number","DUI Arrests",0
"Plainville","0900360120",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Plainville","0900360120",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Plainville","0900360120",2013,"18 to 24 years","Number","DUI Arrests",14
"Plainville","0900360120",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",119.15
"Plainville","0900360120",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",22.46
"Plainville","0900360120",2013,"21 years and over","Number","DUI Arrests",63
"Plainville","0900360120",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",46.3
"Plainville","0900360120",2013,"21 years and over","Rate (per 10,000)","Margins of Error",2.58
"Plainville","0900360120",2014,"Total","Number","DUI Arrests",75
"Plainville","0900360120",2014,"Total","Rate (per 10,000)","DUI Arrests",42.16
"Plainville","0900360120",2014,"Total","Rate (per 10,000)","Margins of Error",0.06
"Plainville","0900360120",2014,"10 years and over","Number","DUI Arrests",75
"Plainville","0900360120",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",47.18
"Plainville","0900360120",2014,"10 years and over","Rate (per 10,000)","Margins of Error",2.53
"Plainville","0900360120",2014,"10 to 17 years","Number","DUI Arrests",0
"Plainville","0900360120",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plainville","0900360120",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plainville","0900360120",2014,"10 to 20 years","Number","DUI Arrests",5
"Plainville","0900360120",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",22.19
"Plainville","0900360120",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",3.29
"Plainville","0900360120",2014,"18 to 24 years","Number","DUI Arrests",17
"Plainville","0900360120",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",119.89
"Plainville","0900360120",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",23.61
"Plainville","0900360120",2014,"21 years and over","Number","DUI Arrests",70
"Plainville","0900360120",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",51.31
"Plainville","0900360120",2014,"21 years and over","Rate (per 10,000)","Margins of Error",2.94
"Plainville","0900360120",2015,"Total","Number","DUI Arrests",64
"Plainville","0900360120",2015,"Total","Rate (per 10,000)","DUI Arrests",35.97
"Plainville","0900360120",2015,"Total","Rate (per 10,000)","Margins of Error",0.07
"Plainville","0900360120",2015,"10 years and over","Number","DUI Arrests",64
"Plainville","0900360120",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",40.1
"Plainville","0900360120",2015,"10 years and over","Rate (per 10,000)","Margins of Error",2.09
"Plainville","0900360120",2015,"10 to 17 years","Number","DUI Arrests",0
"Plainville","0900360120",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plainville","0900360120",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plainville","0900360120",2015,"10 to 20 years","Number","DUI Arrests",1
"Plainville","0900360120",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",4.29
"Plainville","0900360120",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.63
"Plainville","0900360120",2015,"18 to 24 years","Number","DUI Arrests",13
"Plainville","0900360120",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",99.16
"Plainville","0900360120",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",17.68
"Plainville","0900360120",2015,"21 years and over","Number","DUI Arrests",63
"Plainville","0900360120",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",46.22
"Plainville","0900360120",2015,"21 years and over","Rate (per 10,000)","Margins of Error",2.57
"Plainville","0900360120",2016,"Total","Number","DUI Arrests",93
"Plainville","0900360120",2016,"Total","Rate (per 10,000)","DUI Arrests",52.33
"Plainville","0900360120",2016,"Total","Rate (per 10,000)","Margins of Error",0.07
"Plainville","0900360120",2016,"10 years and over","Number","DUI Arrests",93
"Plainville","0900360120",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",58.42
"Plainville","0900360120",2016,"10 years and over","Rate (per 10,000)","Margins of Error",2.95
"Plainville","0900360120",2016,"10 to 17 years","Number","DUI Arrests",0
"Plainville","0900360120",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plainville","0900360120",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plainville","0900360120",2016,"10 to 20 years","Number","DUI Arrests",5
"Plainville","0900360120",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",22.21
"Plainville","0900360120",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",3.35
"Plainville","0900360120",2016,"18 to 24 years","Number","DUI Arrests",16
"Plainville","0900360120",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",118.08
"Plainville","0900360120",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",20.84
"Plainville","0900360120",2016,"21 years and over","Number","DUI Arrests",88
"Plainville","0900360120",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",64.38
"Plainville","0900360120",2016,"21 years and over","Rate (per 10,000)","Margins of Error",3.43
"Plymouth","0900560750",2010,"Total","Number","DUI Arrests",28
"Plymouth","0900560750",2010,"Total","Rate (per 10,000)","DUI Arrests",22.93
"Plymouth","0900560750",2010,"Total","Rate (per 10,000)","Margins of Error",0.07
"Plymouth","0900560750",2010,"10 years and over","Number","DUI Arrests",28
"Plymouth","0900560750",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",26.11
"Plymouth","0900560750",2010,"10 years and over","Rate (per 10,000)","Margins of Error",1.38
"Plymouth","0900560750",2010,"10 to 17 years","Number","DUI Arrests",0
"Plymouth","0900560750",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plymouth","0900560750",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plymouth","0900560750",2010,"10 to 20 years","Number","DUI Arrests",0
"Plymouth","0900560750",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Plymouth","0900560750",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Plymouth","0900560750",2010,"18 to 24 years","Number","DUI Arrests",4
"Plymouth","0900560750",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",40.44
"Plymouth","0900560750",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",7.71
"Plymouth","0900560750",2010,"21 years and over","Number","DUI Arrests",28
"Plymouth","0900560750",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",31.73
"Plymouth","0900560750",2010,"21 years and over","Rate (per 10,000)","Margins of Error",1.84
"Plymouth","0900560750",2011,"Total","Number","DUI Arrests",15
"Plymouth","0900560750",2011,"Total","Rate (per 10,000)","DUI Arrests",12.28
"Plymouth","0900560750",2011,"Total","Rate (per 10,000)","Margins of Error",0.02
"Plymouth","0900560750",2011,"10 years and over","Number","DUI Arrests",15
"Plymouth","0900560750",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",14.02
"Plymouth","0900560750",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.77
"Plymouth","0900560750",2011,"10 to 17 years","Number","DUI Arrests",0
"Plymouth","0900560750",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plymouth","0900560750",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plymouth","0900560750",2011,"10 to 20 years","Number","DUI Arrests",1
"Plymouth","0900560750",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",5.69
"Plymouth","0900560750",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.73
"Plymouth","0900560750",2011,"18 to 24 years","Number","DUI Arrests",1
"Plymouth","0900560750",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",9.95
"Plymouth","0900560750",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",1.9
"Plymouth","0900560750",2011,"21 years and over","Number","DUI Arrests",14
"Plymouth","0900560750",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",15.66
"Plymouth","0900560750",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0.95
"Plymouth","0900560750",2012,"Total","Number","DUI Arrests",52
"Plymouth","0900560750",2012,"Total","Rate (per 10,000)","DUI Arrests",42.65
"Plymouth","0900560750",2012,"Total","Rate (per 10,000)","Margins of Error",0.06
"Plymouth","0900560750",2012,"10 years and over","Number","DUI Arrests",52
"Plymouth","0900560750",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",47.46
"Plymouth","0900560750",2012,"10 years and over","Rate (per 10,000)","Margins of Error",2.56
"Plymouth","0900560750",2012,"10 to 17 years","Number","DUI Arrests",1
"Plymouth","0900560750",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",7.37
"Plymouth","0900560750",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",1.08
"Plymouth","0900560750",2012,"10 to 20 years","Number","DUI Arrests",5
"Plymouth","0900560750",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",27.95
"Plymouth","0900560750",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",3.66
"Plymouth","0900560750",2012,"18 to 24 years","Number","DUI Arrests",14
"Plymouth","0900560750",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",127.04
"Plymouth","0900560750",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",24.6
"Plymouth","0900560750",2012,"21 years and over","Number","DUI Arrests",47
"Plymouth","0900560750",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",51.27
"Plymouth","0900560750",2012,"21 years and over","Rate (per 10,000)","Margins of Error",3.03
"Plymouth","0900560750",2013,"Total","Number","DUI Arrests",66
"Plymouth","0900560750",2013,"Total","Rate (per 10,000)","DUI Arrests",54.33
"Plymouth","0900560750",2013,"Total","Rate (per 10,000)","Margins of Error",0.17
"Plymouth","0900560750",2013,"10 years and over","Number","DUI Arrests",66
"Plymouth","0900560750",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",61.31
"Plymouth","0900560750",2013,"10 years and over","Rate (per 10,000)","Margins of Error",3.28
"Plymouth","0900560750",2013,"10 to 17 years","Number","DUI Arrests",1
"Plymouth","0900560750",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",7.78
"Plymouth","0900560750",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",1.21
"Plymouth","0900560750",2013,"10 to 20 years","Number","DUI Arrests",6
"Plymouth","0900560750",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",34.15
"Plymouth","0900560750",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",4.71
"Plymouth","0900560750",2013,"18 to 24 years","Number","DUI Arrests",11
"Plymouth","0900560750",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",104.56
"Plymouth","0900560750",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",19.59
"Plymouth","0900560750",2013,"21 years and over","Number","DUI Arrests",60
"Plymouth","0900560750",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",66.61
"Plymouth","0900560750",2013,"21 years and over","Rate (per 10,000)","Margins of Error",3.86
"Plymouth","0900560750",2014,"Total","Number","DUI Arrests",34
"Plymouth","0900560750",2014,"Total","Rate (per 10,000)","DUI Arrests",28.13
"Plymouth","0900560750",2014,"Total","Rate (per 10,000)","Margins of Error",0.05
"Plymouth","0900560750",2014,"10 years and over","Number","DUI Arrests",34
